(February 27 2017, Decided at_time, May 30 2017)
(victim, be younger, rape offense qualify as sexual abuse of minor)
(statutory rape offense, qualify as, sexual abuse of minor based on age of participants)
(victim, be younger, statutory rape offense qualify as abuse of minor based solely on age)
(rape offense, qualify as, sexual abuse of minor based solely on age of participants)
(rape offense, qualify as, abuse of minor based solely)
(victim, be younger, statutory rape offense qualify as abuse of minor under INA based on age of participants)
(victim, be younger, rape offense qualify as abuse of minor based solely on age)
(victim, be younger, statutory rape offense qualify)
(victim, be younger, rape offense qualify as abuse of minor based solely)
(victim, be younger, statutory rape offense qualify as abuse of minor based solely)
(victim, be younger, statutory rape offense qualify as sexual abuse of minor under INA based on age of participants)
(victim, be younger than, 16)
(rape offense, qualify as, sexual abuse of minor under INA)
(victim, be younger, statutory rape offense qualify as abuse of minor based on age)
(victim, be younger, statutory rape offense qualify as abuse of minor under INA)
(statutory rape offense, qualify as, abuse of minor based)
(statutory rape offense, qualify as, sexual abuse of minor under INA)
(statutory rape offense, qualify as, sexual abuse of minor under INA based)
(rape offense, qualify as, abuse of minor based on age of participants)
(rape offense, qualify as, abuse of minor under INA based)
(statutory rape offense, qualify as, sexual abuse of minor)
(victim, be younger, statutory rape offense qualify as abuse)
(victim, be younger, statutory rape offense qualify as sexual abuse of minor based solely on age)
(victim, be younger, rape offense qualify as abuse of minor based on age)
(victim, be younger, rape offense qualify as abuse of minor under INA based on age of participants)
(statutory rape offense, qualify as, abuse of minor under INA based solely on age of participants)
(victim, be younger, rape offense qualify as sexual abuse of minor based on age of participants)
(rape offense, qualify as, abuse of minor based solely on age)
(victim, be younger, statutory rape offense qualify as sexual abuse of minor based)
(offense, is, listed in INA as aggravated felony)
(offense, is, listed)
(offense, is listed as, aggravated felony)
(offense, is listed as, felony)
(offense, is listed in, INA)
(offense, is, listed in INA as felony)
(Black, has, Law Dictionary 75)
(INA, lists, sexual abuse)
(INA, lists abuse in, subparagraph)
(INA, Moreover lists abuse as, murder)
(it, defines as, felonies)
(INA, lists, abuse)
(INA, Moreover lists, abuse of minor)
(INA, Moreover lists, sexual abuse)
(it, defines as, aggravated felonies)
(INA, Moreover lists abuse in, subparagraph)
(INA, Moreover lists, abuse)
(INA, Moreover lists abuse in, same subparagraph)
(INA, lists abuse in, same subparagraph)
(INA, lists, sexual abuse of minor)
(INA, lists, abuse of minor)
(INA, Moreover lists, sexual abuse of minor)
(INA, lists abuse as, murder)
(felonies, abuse of, minor)
(felonies, sexual abuse of, minor)
(sexual abuse, encompasses, only especially egregious felonies)
(sexual abuse, encompasses, felonies)
(sexual abuse, encompasses, egregious felonies)
(sexual abuse, encompasses, especially egregious felonies)
(abuse, encompasses, especially egregious felonies)
(abuse, encompasses, felonies)
(abuse, encompasses, only especially egregious felonies)
(abuse, encompasses, only egregious felonies)
(sexual abuse, encompasses, only egregious felonies)
(abuse, encompasses, egregious felonies)
(egregious felonies, sexual abuse of, minor)
(egregious felonies, abuse of, minor)
(federal definition, incorporates, age)
(federal definition, incorporates age in, context of rape offenses predicated solely on age of participants)
(age, federal definition of, abuse)
(federal definition, incorporates age in, context of rape offenses predicated on age of participants)
(age, generic federal definition of, sexual abuse)
(definition, incorporates age in, context of statutory rape offenses predicated on age of participants)
(definition, incorporates, age)
(definition, incorporates age in, context of statutory rape offenses predicated)
(definition, incorporates age in, context of rape offenses predicated on age of participants)
(federal definition, incorporates age in, context of statutory rape offenses)
(age, definition of, sexual abuse)
(generic federal definition, incorporates, age of consent)
(generic definition, incorporates age in, context of statutory rape offenses predicated solely on age)
(generic federal definition, incorporates age in, context of statutory rape offenses predicated on age)
(age, federal definition of, sexual abuse)
(federal definition, incorporates, age of consent)
(generic federal definition, incorporates age in, context of rape offenses)
(generic federal definition, incorporates age in, context)
(definition, incorporates age in, context of statutory rape offenses predicated solely on age of participants)
(definition, incorporates age in, context of statutory rape offenses predicated solely on age)
(age, definition of, abuse of minor)
(age, federal definition of, abuse of minor)
(generic federal definition, incorporates age in, context of statutory rape offenses predicated solely on age)
(generic definition, incorporates age in, context of statutory rape offenses predicated on age of participants)
(generic federal definition, incorporates age in, context of statutory rape offenses predicated on age of participants)
(federal definition, incorporates age in, context of statutory rape offenses predicated solely on age)
(definition, incorporates age in, context)
(definition, incorporates age in, context of rape offenses predicated)
(generic definition, incorporates, age of consent)
(age, generic federal definition of, abuse)
(definition, incorporates age in, context of statutory rape offenses)
(generic federal definition, incorporates age in, context of statutory rape offenses predicated)
(definition, incorporates age in, context of rape offenses predicated solely on age)
(generic federal definition, incorporates age in, context of statutory rape offenses predicated solely on age of participants)
(age, definition of, abuse)
(age, definition of, sexual abuse of minor)
(definition, incorporates age in, context of rape offenses predicated solely on age of participants)
(federal definition, incorporates age in, context of rape offenses)
(generic definition, incorporates age in, context of statutory rape offenses predicated on age)
(federal definition, incorporates age in, context of rape offenses predicated on age)
(age, generic definition of, sexual abuse)
(generic definition, incorporates age in, context of rape offenses predicated on age of participants)
(federal definition, incorporates age in, context of statutory rape offenses predicated on age of participants)
(federal definition, incorporates age in, context of statutory rape offenses predicated on age)
(generic federal definition, incorporates, age)
(generic definition, incorporates, age)
(age, federal definition of, sexual abuse of minor)
(age, generic definition of, abuse of minor)
(age, generic definition of, sexual abuse of minor)
(generic federal definition, incorporates age in, context of rape offenses predicated on age of participants)
(generic federal definition, incorporates age in, context of rape offenses predicated)
(generic federal definition, incorporates age in, context of rape offenses predicated solely on age)
(generic definition, incorporates age in, context of rape offenses predicated)
(generic federal definition, incorporates age in, context of statutory rape offenses)
(generic definition, incorporates age in, context of statutory rape offenses predicated solely on age of participants)
(generic definition, incorporates age in, context of rape offenses predicated solely on age)
(federal definition, incorporates age in, context of statutory rape offenses predicated)
(generic definition, incorporates age in, context of statutory rape offenses)
(generic definition, incorporates age in, context)
(definition, incorporates age in, context of statutory rape offenses predicated on age)
(generic definition, incorporates age in, context of rape offenses predicated solely on age of participants)
(age, generic definition of, abuse)
(definition, incorporates age in, context of rape offenses predicated on age)
(federal definition, incorporates age in, context of rape offenses predicated)
(federal definition, incorporates age in, context)
(generic definition, incorporates age in, context of rape offenses)
(generic definition, incorporates age in, context of statutory rape offenses predicated)
(age, generic federal definition of, sexual abuse of minor)
(definition, incorporates, age of consent)
(generic definition, incorporates age in, context of rape offenses predicated on age)
(definition, incorporates age in, context of rape offenses)
(federal definition, incorporates age in, context of statutory rape offenses predicated solely on age of participants)
(generic federal definition, incorporates age in, context of rape offenses predicated on age)
(generic federal definition, incorporates age in, context of rape offenses predicated solely on age of participants)
(federal definition, incorporates age in, context of rape offenses predicated solely on age)
(age, generic federal definition of, abuse of minor)
(9, n. Leocal is, 543 U. S.)
(12-13, at Leocal is, 543 U. S.)
(our interpretation, for suppor is, t)
(phrase, is in, United States Code)
(sexual act, is with, person between ages of 12)
(Congress, expanded, § 2243)
(many other aggravated felonies, is in, INA)
(§ 2243, requires, 4-year age difference)
(§ 2243, requires, age difference between perpetrator)
(§ 2243, requires, 4-year age difference between perpetrator)
(§ 2243, requires, age difference)
(term, has, effect in statute now generally recognized)
(term 's effect, is in, statute)
(we, Accordingly rely for, evidence of meaning)
(we, Accordingly rely for, evidence of meaning of abuse)
(we, rely for, evidence of meaning of sexual abuse)
(we, rely for, evidence)
(we, rely for, evidence of meaning of abuse)
(we, Accordingly rely on, § 2243)
(we, rely on, § 2243)
(we, Accordingly rely for, evidence of meaning of sexual abuse)
(we, Accordingly rely for, evidence)
(we, rely for, evidence of meaning)
(we, look for, additional evidence about generic meaning of abuse)
(we, look for, additional evidence about generic meaning)
(we, look for, additional evidence about meaning of abuse of minor)
(we, look for, additional evidence about meaning of sexual abuse of minor)
(we, look for, additional evidence about generic meaning of sexual abuse of minor)
(we, look for, evidence)
(we, have applied, approach)
(we, look for, additional evidence about meaning of abuse)
(we, look for, evidence about meaning of sexual abuse)
(we, look for, additional evidence about meaning)
(we, look for, evidence about generic meaning)
(we, look for, additional evidence)
(we, look for, evidence about meaning of abuse of minor)
(we, have applied, categorical approach)
(we, look for, evidence about generic meaning of abuse of minor)
(we, look for, evidence about meaning of sexual abuse of minor)
(we, look for, evidence about meaning)
(we, look for, evidence about meaning of abuse)
(we, look for, evidence about generic meaning of abuse)
(we, look to, state criminal codes)
(we, look for, evidence about generic meaning of sexual abuse)
(we, look to, state codes)
(we, look for, additional evidence about generic meaning of abuse of minor)
(we, look for, additional evidence about meaning of sexual abuse)
(we, look for, additional evidence about generic meaning of sexual abuse)
(we, look for, evidence about generic meaning of sexual abuse of minor)
(term, is now used in, criminal codes of most States)
(term, is used in, codes of States)
(term, is now used in, codes of States)
(term, is, now used)
(theft, is in, INA)
(term, is used in, criminal codes of States)
(190, at Duenas-Alvarez is, 549 U. S.)
(term, is, used)
(term, is used in, criminal codes of most States)
(term, is used in, codes of most States)
(term, is now used in, codes of most States)
(term, is now used in, criminal codes of States)
(abuse, was, added)
(abuse, was added in, 1996)
(sexual abuse, was, added to INA in 1996)
(abuse, was, When added)
(abuse, was, When added to INA)
(sexual abuse, was, When added to INA)
(abuse, was, added to INA in 1996)
(sexual abuse, was, When added)
(sexual abuse, was, When added to INA in 1996)
(sexual abuse, was, When added in 1996)
(abuse, was, When added in 1996)
(abuse, was, When added to INA in 1996)
(abuse, was added to, INA)
(sexual abuse, was, added)
(sexual abuse, was added to, INA)
(sexual abuse, was added in, 1996)
(District, age of, consent)
(two, set age at, 15)
(six, age of, consent)
(two, set, age of consent)
(two, set, age)
(six, set, age)
(two, age of, consent)
(six, set, age of consent)
(six, set age at, 17)
(perpetrator, is in, special relationship with victim)
(Many jurisdictions, set, different age)
(perpetrator, is in, special relationship of trust with victim)
(perpetrator, is in, special relationship)
(jurisdictions, set, different age of consent)
(jurisdictions, set, age)
(perpetrator, is in, relationship)
(perpetrator, is in, relationship of trust)
(jurisdictions, set, different age)
(perpetrator, is in, relationship of trust with victim)
(Many jurisdictions, set, age of consent)
(Many jurisdictions, set, different age of consent)
(jurisdictions, set, age of consent)
(special relationship, is with, victim)
(perpetrator, is in, relationship with victim)
(Many jurisdictions, set, age)
(perpetrator, is in, special relationship of trust)
(position, is in, relation to victim)
(teacher, is in, school)
(listing statutes, is with, title)
(significant relationship, is with, victim)
(offender, is, significant)
(perpetrator, are in, where significant relationship)
(victim, are, significant)
(perpetrator, are in, significant relationship)
(perpetrator, are in, relationship)
(victim, are in, where relationship)
(crime, Accordingly may include, age)
(crime, may include, age)
(generic crime, Accordingly may include, age)
(perpetrator, are in, where significant relationship of trust)
(victim, are in, significant relationship of trust)
(perpetrator, are in, relationship of trust)
(victim, are in, where relationship of trust)
(perpetrator, are in, where relationship)
(victim, are in, significant relationship)
(perpetrator, are in, where relationship of trust)
(victim, are in, relationship of trust)
(victim, are in, where significant relationship)
(victim, are in, where significant relationship of trust)
(generic crime, may include, age)
(generic crime, may include, different age)
(perpetrator, are, significant)
(crime, Accordingly may include, different age)
(crime, may include, different age)
(generic crime, Accordingly may include, different age)
(victim, are in, relationship)
(perpetrator, are in, significant relationship of trust)
(element, crime under, U. S. C. § 1101)
(element, crime under, 8 U. S. C. § 1101)
(additional element, crime under, U. S. C. § 1101)
(element, generic crime under, U. S. C. § 1101)
(additional element, generic crime under, U. S. C. § 1101)
(additional element, crime under, 8 U. S. C. § 1101)
(additional element, generic crime under, 8 U. S. C. § 1101)
(element, generic crime under, 8 U. S. C. § 1101)
(California, about, version of doctrine)
(Petitioner, has, n)
(Petitioner, has, show)
(191, at Duenas-Alvarez is, supra)
(age, differential between, victim)
(generic offense, requires, particular age differential)
(offense, encompasses, intercourse)
(generic offense, requires, particular age differential between victim)
(offense, requires, age differential)
(generic offense, requires, age differential between victim)
(offense, requires, age)
(generic offense, requires, age)
(generic offense, requires, age differential)
(offense, requires, particular age differential)
(offense, requires, particular age)
(particular age, differential between, victim)
(offense, requires, age differential between victim)
(involving, victims, abusive)
(generic offense, requires, particular age)
(offense, requires, particular age differential between victim)
(generic offense, encompasses, sexual intercourse)
(offense, encompasses, sexual intercourse)
(generic offense, encompasses, intercourse)
(Board, has, interpretation of sexual abuse of minor)
(ambiguity, be resolved in, favor)
(ambiguity, be resolved in, favor of alien)
(ambiguities, be resolved, deferring)
(ambiguities, deferring to, Board 's interpretation)
(Board, to, interpretation)
(ambiguities, be resolved, deferring to Board 's interpretation)
(ambiguities, be, resolved)
(age, generic federal definition of, sexual abuse of minor)
(generic federal definition, requires age under, § 1101)
(age, definition of, sexual abuse)
(age, federal definition of, sexual abuse of minor)
(generic federal definition, requires, age of victim)
(age, generic federal definition of, abuse of minor)
(generic federal definition, requires, age)
(a, requires, age)
(definition, requires, age)
(age, generic federal definition of, abuse)
(age, definition of, sexual abuse of minor)
(federal definition, requires age under, § 1101)
(age, generic definition of, sexual abuse)
(definition, requires age under, § 1101)
(age, federal definition of, sexual abuse)
(generic definition, requires age under, § 1101)
(a, requires age under, § 1101)
(age, generic definition of, sexual abuse of minor)
(age, federal definition of, abuse of minor)
(generic definition, requires, age)
(age, definition of, abuse of minor)
(a, requires, age of victim)
(definition, requires, age of victim)
(age, definition of, abuse)
(age, generic definition of, abuse)
(age, federal definition of, abuse)
(age, generic federal definition of, sexual abuse)
(generic definition, requires, age of victim)
(federal definition, requires, age of victim)
(age, generic definition of, abuse of minor)
(federal definition, requires, age)
(judgment, is, accordingly reversed)
(judgment, is, reversed)
(It, is, ordered)
(It, is, so ordered)
(tables list offenses, criminalizing, intercourse)
(tables list offenses, criminalizing, sexual intercourse)
(date, was, added)
(tables, are organized as of, September 30 1996)
(date, was added to, INA)
(tables, are organized according to, age)
(tables, are organized according to, statutory age)
(tables, are organized according to, age of consent)
(tables, are organized according to, statutory age of consent)
(tables, are, organized)
(alien, was, convicted)
(court, may review, plea colloquy)
(court, may review, jury instructions)
(court, may review, plea agreement)
(court, may review, documents)
(court, may review, sources determine)
(court, may review, similar sources determine)
(court, may review, charging documents)
(Congress, revert to, language)
(Congress, eliminate, redundancy)
(Congress, amended, § 2243)
(Congress, later amended, § 2243)
(Congress, revert to, pre-1996 language)
(1998, of Act is, 112 Stat)
(it, shed light on, common understanding of provision)
(it, shed light on, common understanding)
(it, shed, light)
(it, shed light on, common understanding of federal provision)
(it, shed light on, understanding of federal provision)
(it, shed light on, understanding)
(it, shed light on, understanding of provision)
(state criminal codes, aid, our interpretation)
(state criminal codes, offering, useful context)
(state criminal codes, offering, context)
(state criminal codes, aid, our interpretation of sexual abuse)
(state codes, aid, our interpretation)
(state criminal codes, aid, our interpretation of abuse)
(state codes, offering, context)
(state codes, aid, our interpretation of abuse of minor)
(state criminal codes, aid, our interpretation of abuse of minor)
(state codes, aid, our interpretation of abuse)
(state codes, aid, our interpretation of sexual abuse)
(state codes, offering, useful context)
(state criminal codes, aid, our interpretation of sexual abuse of minor)
(state codes, aid, our interpretation of sexual abuse of minor)
