(April 29 2015, Decided at_time, June 29 2015)
(Auburn University, of, School of Pharmacy)
(petitioners, establish, likelihood)
(petitioners, establish, likelihood of success on merits of their claim)
(petitioners, establish, likelihood of success on merits)
(petitioners, establish, likelihood of success)
(court, provided, two independent reasons for conclusion)
(court, provided, two reasons)
(court, provided, two independent reasons)
(court, provided, two reasons for conclusion)
(State, proposed, use)
(petitioners, failed, amounting to objectively intolerable risk)
(petitioners, amounting to, risk of harm)
(petitioners, failed, amounting to objectively intolerable risk of harm)
(petitioners, amounting to, intolerable risk)
(petitioners, failed, amounting to intolerable risk of harm)
(petitioners, failed, amounting to intolerable risk)
(petitioners, failed, amounting to risk of harm)
(Oklahoma, has, protocol)
(petitioners, failed, amounting)
(petitioners, failed, amounting to risk)
(petitioners, failed, prove)
(petitioners, amounting to, risk)
(petitioners, amounting to, objectively intolerable risk)
(petitioners, amounting to, intolerable risk of harm)
(petitioners, amounting to, objectively intolerable risk of harm)
(Oklahoma protocol, featured, numerous safeguards)
(Oklahoma protocol, featured, safeguards including establishment of two IV access sites)
(Oklahoma protocol, featured, safeguards including establishment)
(Oklahoma protocol, featured, numerous safeguards including establishment of two IV access sites)
(Oklahoma protocol, featured, numerous safeguards including establishment)
(two IV access sites, confirmation of, viability)
(offender, of, level of consciousness)
(Oklahoma protocol, featured, safeguards)
(two IV access sites, confirmation throughout, procedure)
(District Court, supported, its decision with findings of fact about midazolam)
(its decision, is with, findings of fact about midazolam)
(District Court, supported, its decision with findings of fact)
(District Court, supported, its decision with findings)
(District Court, supported, its decision)
(dose, make, it virtual certainty)
(500-milligram dose, make, it virtual certainty)
(individual, be at, level of unconsciousness)
(individual, be at, sufficient level)
(individual, be, sufficient)
(individual, be at, sufficient level of unconsciousness)
(individual, be at, level)
(500-milligram dose, likely cause death by, arrest)
(dose, likely cause death by, respiratory arrest)
(dose, cause death within, 30 minutes)
(500-milligram dose, cause death by, arrest)
(500-milligram dose, likely cause death by, respiratory arrest)
(dose, likely cause death by, arrest)
(dose, cause, death)
(dose, likely cause, death)
(500-milligram dose, cause death within, 30 minutes)
(500-milligram dose, likely cause death within, 30 minutes)
(500-milligram dose, likely cause, death)
(dose, cause death by, arrest)
(dose, likely cause death within, 30 minutes)
(500-milligram dose, cause death by, respiratory arrest)
(dose, cause death by, respiratory arrest)
(500-milligram dose, cause, death)
(our decision, requires, plaintiff)
(our decision, is in, Baze)
(risk, compared to, known alternatives)
(risk, compared to, alternatives)
(risk, is, substantial)
(District Court, relying on, Dr. Evans ' testimony)
(District Court, relying on, testimony)
(District Court, has, factual findings about midazolam)
(alleged errors, is in, Dr. Evans ' testimony)
(we, stayed, executions of Glossip)
(we, stayed, executions)
(Oklahoma, executed Warner on, January 15 2015)
(we, stayed executions pending, resolution)
(Oklahoma, executed, Warner)
(we, stayed pending, resolution)
(we, stayed pending, resolution of case)
(we, grant, review)
(we, stayed executions pending, resolution of case)
(he, succeed on, merits)
(balance, is in, his favor)
(he, is, likely)
(he, is, likely)
(he, suffer harm in, absence of preliminary relief)
(he, suffer harm in, absence)
(he, suffer, harm)
(he, suffer harm in, absence of relief)
(he, suffer, irreparable harm)
(petitioners, are, able)
(petitioners, establish, likelihood)
(petitioners, establish, likelihood of success on merits)
(petitioners, establish, likelihood of success)
(Eighth Amendment, made, applicable)
(Eighth Amendment, made, applicable to States)
(controlling opinion, is in, Baze)
(Baze, involved, challenge by Kentucky death row inmates to State 's three-drug lethal injection protocol of sodium thiopental)
(Baze, involved, challenge to State 's three-drug injection protocol of sodium thiopental)
(Baze, involved, challenge)
(Baze, involved, challenge to State 's three-drug injection protocol)
(State, to, three-drug lethal injection protocol of sodium thiopental)
(Baze, involved, challenge to State 's three-drug lethal injection protocol of sodium thiopental)
(Baze, involved, challenge by Kentucky death row inmates to State 's injection protocol of sodium thiopental)
(Baze, involved, challenge by Kentucky death row inmates to State 's lethal injection protocol of sodium thiopental)
(Baze, involved, challenge by Kentucky death row inmates to State 's three-drug injection protocol of sodium thiopental)
(Baze, involved, challenge by Kentucky death row inmates)
(Baze, involved, challenge to State 's injection protocol)
(Baze, involved, challenge to State 's three-drug lethal injection protocol)
(Baze, involved, challenge by Kentucky death row inmates to State 's three-drug lethal injection protocol)
(Baze, involved, challenge by Kentucky death row inmates to State 's injection protocol)
(Baze, involved, challenge by Kentucky death row inmates to State 's three-drug injection protocol)
(Baze, involved, challenge by Kentucky death row inmates to State 's lethal injection protocol)
(Baze, involved, challenge to State 's injection protocol of sodium thiopental)
(Baze, involved, challenge to State 's lethal injection protocol)
(Baze, involved, challenge to State 's lethal injection protocol of sodium thiopental)
(sodium thiopental, would render, inmate)
(protocol, result in, execution)
(protocol, result in, humane execution)
(protocol, additional monitoring by, personnel)
(risk, be, eliminated)
(one-drug protocol, monitoring by, trained personnel)
(one-drug protocol, additional monitoring by, trained personnel)
(Kentucky, monitoring by, personnel)
(Kentucky, adopted, additional monitoring by trained personnel)
(one-drug protocol, additional monitoring by, personnel)
(Kentucky, adopted, one-drug protocol)
(Kentucky, adopted, monitoring by trained personnel)
(Kentucky, additional monitoring by, trained personnel)
(Kentucky, adopted, monitoring)
(protocol, monitoring by, trained personnel)
(Kentucky, adopted, additional monitoring)
(Kentucky, additional monitoring by, personnel)
(one-drug protocol, monitoring by, personnel)
(Kentucky, adopted, protocol)
(significant risk, be, eliminated)
(Kentucky, adopted, monitoring by personnel)
(protocol, additional monitoring by, trained personnel)
(Kentucky, monitoring by, trained personnel)
(Kentucky, adopted, additional monitoring by personnel)
(protocol, monitoring by, personnel)
(prisoners, method of, execution)
(controlling opinion, is in, Baze)
(they, were blameless for, purposes)
(they, were, blameless)
(they, were subjectively blameless for, purposes)
(they, were blameless for, purposes of Eighth Amendment)
(they, were, subjectively blameless)
(they, were subjectively blameless for, purposes of Eighth Amendment)
(prisoners, showing, slightly or marginally safer alternative)
(s, risk of, pain)
(prisoners fact, significantly reduce, s)
(s, substantial risk of, pain)
(prisoners fact, reduce, s)
(s, substantial risk of, severe pain)
(s, risk of, severe pain)
(controlling opinion, summarized, requirements)
(controlling opinion, summarized, requirements of Eighth Amendment method-of-execution claim)
(opinion, summarized, requirements of Eighth Amendment method-of-execution claim)
(opinion, summarized, requirements)
(risk, compared to, alternatives)
(risk, compared to, known alternatives)
(risk, is, substantial)
(petitioners, establish, likelihood)
(Oklahoma 's injection protocol, demonstrated risk of, pain)
(risk, compared to, known alternatives)
(Oklahoma 's injection protocol, creates, risk of pain)
(injunction posture, thus requires, petitioners)
(Oklahoma 's lethal injection protocol, creates, demonstrated risk)
(Oklahoma 's injection protocol, creates, risk of severe pain)
(Oklahoma 's lethal injection protocol, creates, risk of severe pain)
(preliminary injunction posture, requires, petitioners)
(injunction posture, requires, petitioners)
(Oklahoma 's lethal injection protocol, creates, demonstrated risk of severe pain)
(Oklahoma 's injection protocol, creates, demonstrated risk)
(Oklahoma 's lethal injection protocol, risk of, pain)
(Oklahoma 's lethal injection protocol, demonstrated risk of, pain)
(Oklahoma 's lethal injection protocol, creates, risk of pain)
(risk, compared to, alternatives)
(Oklahoma 's injection protocol, creates, demonstrated risk of pain)
(preliminary injunction posture, thus requires, petitioners)
(Oklahoma 's injection protocol, creates, risk)
(Oklahoma 's lethal injection protocol, risk of, severe pain)
(Oklahoma 's injection protocol, risk of, severe pain)
(Oklahoma 's injection protocol, risk of, pain)
(Oklahoma, has, lethal injection protocol)
(Oklahoma 's lethal injection protocol, demonstrated risk of, severe pain)
(Oklahoma 's injection protocol, demonstrated risk of, severe pain)
(Oklahoma 's lethal injection protocol, creates, risk)
(Oklahoma 's lethal injection protocol, creates, demonstrated risk of pain)
(risk, is, substantial)
(Oklahoma 's injection protocol, creates, demonstrated risk of severe pain)
(challenge, is in, Baze)
(Petitioners ' arguments, fail for, reasons)
(Petitioners ' arguments, fail for, similar reasons)
(they, have failed, establish)
(District Court, committed, clear error)
(they, Second have failed, establish)
