from	 criminal_triples/case_11.txt	 Petitioner Jae Lee	 moved from	 South Korea 	 Petitioner Jae Lee moved to the United States from South Korea with his parents when he was 13
publication	 criminal_triples/case_11.txt	 opinion	 is subject to	 formal revision before publication 	 NOTICE: This opinion is subject to formal revision before publication in the preliminary print of the United States Reports
notify	 criminal_triples/case_11.txt	 Readers	 notify	 Reporter 	 Readers are requested to notify the Reporter of Decisions, Supreme Court of the United States, Washington, D. C. 20543, of any typographical or other formal errors, in order that corrections may be made before the preliminary print goes to press
order	 criminal_triples/case_11.txt	 Supreme Court	 is in	 order 	 Readers are requested to notify the Reporter of Decisions, Supreme Court of the United States, Washington, D. C. 20543, of any typographical or other formal errors, in order that corrections may be made before the preliminary print goes to press
requested	 criminal_triples/case_11.txt	 Readers	 are	 requested 	 Readers are requested to notify the Reporter of Decisions, Supreme Court of the United States, Washington, D. C. 20543, of any typographical or other formal errors, in order that corrections may be made before the preliminary print goes to press
typographical	 criminal_triples/case_11.txt	 typographical formal errors	 of States is	 Washington 	 Readers are requested to notify the Reporter of Decisions, Supreme Court of the United States, Washington, D. C. 20543, of any typographical or other formal errors, in order that corrections may be made before the preliminary print goes to press
lived	 criminal_triples/case_11.txt	 he	 has lived for	 most 	 Although he has lived in this country for most of his life, Lee is not a United States citizen, and he feared that a criminal conviction might affect his status as a lawful permanent resident
most	 criminal_triples/case_11.txt	 he	 has lived for	 most 	 Although he has lived in this country for most of his life, Lee is not a United States citizen, and he feared that a criminal conviction might affect his status as a lawful permanent resident
criminal	 criminal_triples/case_11.txt	 criminal conviction	 affect	 his status 	 Although he has lived in this country for most of his life, Lee is not a United States citizen, and he feared that a criminal conviction might affect his status as a lawful permanent resident
affect	 criminal_triples/case_11.txt	 criminal conviction	 affect	 his status 	 Although he has lived in this country for most of his life, Lee is not a United States citizen, and he feared that a criminal conviction might affect his status as a lawful permanent resident
assured	 criminal_triples/case_11.txt	 His attorney	 assured	 him 	 His attorney assured him there was nothing to worry about--the Government would not deport him if he pleaded guilty
accepting	 criminal_triples/case_11.txt	 he	 accepting	 plea 	 Lee seeks to vacate his conviction on the ground that, in accepting the plea, he received ineffective assistance of counsel in violation of the Sixth Amendment
ground	 criminal_triples/case_11.txt	 Lee	 vacate	 his conviction on ground 	 Lee seeks to vacate his conviction on the ground that, in accepting the plea, he received ineffective assistance of counsel in violation of the Sixth Amendment
representation	 criminal_triples/case_11.txt	 Lee	 received	 representation 	 Everyone agrees that Lee received objectively unreasonable representation
objectively	 criminal_triples/case_11.txt	 Lee	 received	 objectively unreasonable representation 	 Everyone agrees that Lee received objectively unreasonable representation
unreasonable	 criminal_triples/case_11.txt	 Lee	 received	 objectively unreasonable representation 	 Everyone agrees that Lee received objectively unreasonable representation
opened	 criminal_triples/case_11.txt	 they	 opened	 small coffee shop 	 His parents settled the family in New York City, where they opened a small coffee shop
small	 criminal_triples/case_11.txt	 they	 opened	 small coffee shop 	 His parents settled the family in New York City, where they opened a small coffee shop
shop	 criminal_triples/case_11.txt	 they	 opened	 small coffee shop 	 His parents settled the family in New York City, where they opened a small coffee shop
settled	 criminal_triples/case_11.txt	 His parents	 settled	 family 	 His parents settled the family in New York City, where they opened a small coffee shop
graduating	 criminal_triples/case_11.txt	 Lee	 graduating from	 business school 	 After graduating from a business high school in Manhattan, Lee set out on his own to Memphis, Tennessee, where he started working at a restaurant
business	 criminal_triples/case_11.txt	 Lee	 graduating from	 business school 	 After graduating from a business high school in Manhattan, Lee set out on his own to Memphis, Tennessee, where he started working at a restaurant
school	 criminal_triples/case_11.txt	 Lee	 graduating from	 business school 	 After graduating from a business high school in Manhattan, Lee set out on his own to Memphis, Tennessee, where he started working at a restaurant
own	 criminal_triples/case_11.txt	 Lee	 set out on	 his own 	 After graduating from a business high school in Manhattan, Lee set out on his own to Memphis, Tennessee, where he started working at a restaurant
decided	 criminal_triples/case_11.txt	 Lee	 decided After	 three years 	 After three years, Lee decided to try his hand at running a business
three	 criminal_triples/case_11.txt	 Lee	 decided After	 three years 	 After three years, Lee decided to try his hand at running a business
try	 criminal_triples/case_11.txt	 Lee	 try	 his hand 	 After three years, Lee decided to try his hand at running a business
hand	 criminal_triples/case_11.txt	 Lee	 try	 his hand 	 After three years, Lee decided to try his hand at running a business
suburb	 criminal_triples/case_11.txt	 Lee	 opened Mandarin Palace Chinese Restaurant in	 Memphis suburb 	 With some assistance from his family, Lee opened the Mandarin Palace Chinese Restaurant in a Memphis suburb
eventually	 criminal_triples/case_11.txt	 Lee	 eventually opened	 second restaurant 	 The Mandarin was a success, and Lee eventually opened a second restaurant nearby
second	 criminal_triples/case_11.txt	 Lee	 eventually opened	 second restaurant 	 The Mandarin was a success, and Lee eventually opened a second restaurant nearby
restaurant	 criminal_triples/case_11.txt	 Lee	 eventually opened	 second restaurant 	 The Mandarin was a success, and Lee eventually opened a second restaurant nearby
nearby	 criminal_triples/case_11.txt	 Lee	 opened nearby	 second restaurant 	 The Mandarin was a success, and Lee eventually opened a second restaurant nearby
running	 criminal_triples/case_11.txt	 he	 was running	 his lawful businesses 	 At the same time he was running his lawful businesses, Lee also engaged in some illegitimate activity
businesses	 criminal_triples/case_11.txt	 he	 was running	 his lawful businesses 	 At the same time he was running his lawful businesses, Lee also engaged in some illegitimate activity
activity	 criminal_triples/case_11.txt	 Lee	 engaged in	 activity 	 At the same time he was running his lawful businesses, Lee also engaged in some illegitimate activity
also	 criminal_triples/case_11.txt	 Lee	 also engaged in	 illegitimate activity 	 At the same time he was running his lawful businesses, Lee also engaged in some illegitimate activity
illegitimate	 criminal_triples/case_11.txt	 Lee	 also engaged in	 illegitimate activity 	 At the same time he was running his lawful businesses, Lee also engaged in some illegitimate activity
ounces	 criminal_triples/case_11.txt	 Lee	 sold	 two ounces of marijuana 	 In 2008, a confidential informant told federal officials that Lee had sold the informant approximately 200 ecstasy pills and two ounces of hydroponic marijuana over the course of eight years
